"instructor","course","quarter","dept","Year_2020","Year_2021","Year_2022","Year_2023","trend"
"MACKIE D M","PSY     199","Spring","PSY",4,NA,NA,NA,"No Trend"
"SCHOOLER J W","PSY     199","Spring","PSY",4,NA,NA,NA,"No Trend"
"JACOBS E","PSY     196","Spring","PSY",3.95454545454546,NA,NA,NA,"No Trend"
"FRIDLUND A J","PSY     183","Spring","PSY",3.22528735632184,NA,NA,2.89478260869565,"No Trend"
"KEIFLIN R P","PSY     163RK","Spring","PSY",3.762,3.82142857142857,NA,NA,"No Trend"
"SMITH I","PSY     163IS","Spring","PSY",3.64333333333333,3.78421052631579,NA,NA,"No Trend"
"JACOBS E","PSY     163EJ","Spring","PSY",3.97272727272727,NA,NA,NA,"No Trend"
"LIBERMAN Z E","PSY     160ZL","Spring","PSY",3.43928571428571,NA,NA,NA,"No Trend"
"ALBADA N A","PSY     160NA","Spring","PSY",3.68714285714286,NA,NA,NA,"No Trend"
"RONEY J R","PSY     155L","Spring","PSY",3.27272727272727,NA,NA,NA,"No Trend"
"RATNER K G","PSY     152","Spring","PSY",3.73241379310345,NA,NA,NA,"No Trend"
"KIM H S","PSY     150L","Spring","PSY",3.36571428571429,3.08888888888889,NA,NA,"No Trend"
"GABLE S","PSY     149","Spring","PSY",3.75722543352601,3.62329545454546,NA,NA,"No Trend"
"CONROY-BEAM D","PSY     143","Spring","PSY",3.24609929078014,NA,3.23677419354839,NA,"No Trend"
"REESE B E","PSY     132","Spring","PSY",2.63181818181818,NA,NA,NA,"No Trend"
"GRAFTON S T","PSY     123","Spring","PSY",3.82193548387097,3.22183908045977,NA,NA,"No Trend"
"HOROWITZ E J","PSY     120L","Spring","PSY",3.68648648648649,NA,NA,NA,"No Trend"
"SCHOOLER J W","PSY     117","Spring","PSY",3.39090909090909,NA,NA,NA,"No Trend"
"SZUMLINSKI K","PSY     115","Spring","PSY",3.81759259259259,NA,2.92962962962963,NA,"No Trend"
"SZUMLINSKI K","PSY     111L","Spring","PSY",3.903125,NA,3.95434782608696,NA,"No Trend"
"WOODS V E","PSY     111","Spring","PSY",3.84242424242424,NA,3.66940298507463,3.8,"No Trend"
"SPRAGUE T C","PSY     108","Spring","PSY",3.65448154657294,NA,3.43381924198251,2.94561403508772,"No Trend"
"HOROWITZ E J","PSY     106","Spring","PSY",3.58054298642534,NA,NA,NA,"No Trend"
"MAJOR B N","PSY     102","Spring","PSY",3.25909090909091,NA,NA,NA,"No Trend"
"ASHBY F G","PSY      99P","Spring","PSY",0,NA,NA,NA,"No Trend"
"CONROY-BEAM D","PSY      90C","Spring","PSY",4,NA,NA,NA,"No Trend"
"ALBADA N A","PSY      10B","Spring","PSY",3.57272727272727,3.45025906735751,NA,NA,"No Trend"
"HOROWITZ E J","PSY      10B","Spring","PSY",3.47241379310345,NA,NA,NA,"No Trend"
"WOODS V E","PSY      10A","Spring","PSY",3.35,3.54645161290323,NA,NA,"No Trend"
"GERMAN T C M","PSY       1","Spring","PSY",2.72099447513812,NA,NA,NA,"No Trend"
"FRANKS A","PSTAT   596","Spring","PSTAT",0,NA,NA,NA,"No Trend"
"OH SANG-YUN","PSTAT   596","Spring","PSTAT",0,NA,NA,NA,"No Trend"
"CHEN T","PSTAT   276","Spring","PSTAT",3.61739130434783,NA,NA,NA,"No Trend"
"FELDMAN R","PSTAT   274","Spring","PSTAT",3.9,3.45454545454545,NA,3.75833333333333,"No Trend"
"FRANKS A","PSTAT   263","Spring","PSTAT",0,NA,NA,NA,"No Trend"
"OH SANG-YUN","PSTAT   234","Spring","PSTAT",3.94583333333333,3.93461538461538,NA,NA,"No Trend"
"GOPALAN G","PSTAT   231","Spring","PSTAT",3.87142857142857,NA,NA,NA,"No Trend"
"MEIRING W","PSTAT   230","Spring","PSTAT",3.68,3.28,3.75,3.8125,"No Trend"
"SHKOLNIK A D","PSTAT   223C","Spring","PSTAT",3.75714285714286,NA,NA,NA,"No Trend"
"HSU S J","PSTAT   220C","Spring","PSTAT",4,NA,NA,3.975,"No Trend"
"ICHIBA T","PSTAT   213C","Spring","PSTAT",3.68333333333333,NA,NA,NA,"No Trend"
"CARTER A V","PSTAT   207C","Spring","PSTAT",3.9,NA,3.81428571428571,NA,"No Trend"
"SHKOLNIK A D","PSTAT   199","Spring","PSTAT",4,NA,NA,NA,"No Trend"
"FRANKS A","PSTAT   195","Spring","PSTAT",3.78913043478261,NA,NA,NA,"No Trend"
"DUNCAN J E","PSTAT   183","Spring","PSTAT",3.09487179487179,3.15333333333333,3.18382352941176,3.08913043478261,"No Trend"
"VOSS M","PSTAT   182T","Spring","PSTAT",0,NA,NA,NA,"No Trend"
"CHEN T","PSTAT   176","Spring","PSTAT",2.83529411764706,NA,NA,NA,"No Trend"
"FELDMAN R","PSTAT   174","Spring","PSTAT",3.13888888888889,3.08214285714286,NA,3.21428571428571,"No Trend"
"DUNCAN I","PSTAT   172B","Spring","PSTAT",2.91351351351351,3.07777777777778,2.86923076923077,NA,"No Trend"
"GUO QIHENG","PSTAT   171","Spring","PSTAT",3.38243243243243,NA,NA,NA,"No Trend"
"PEDERSEN H W","PSTAT   171","Spring","PSTAT",3.27826086956522,NA,3.06,NA,"No Trend"
"CHEN T","PSTAT   170","Spring","PSTAT",2.97540983606557,NA,NA,NA,"No Trend"
"PEDERSEN H W","PSTAT   170","Spring","PSTAT",2.81551724137931,3.12333333333333,NA,NA,"No Trend"
"VOSS M","PSTAT   160B","Spring","PSTAT",3.32100840336134,NA,NA,NA,"No Trend"
"LI ZHIJIAN","PSTAT   160A","Spring","PSTAT",3.47319587628866,NA,NA,NA,"No Trend"
"VOSS M","PSTAT   160A","Spring","PSTAT",3.54673913043478,NA,NA,NA,"No Trend"
"KLOKE J","PSTAT   135","Spring","PSTAT",3.75416666666667,NA,NA,NA,"No Trend"
"OH SANG-YUN","PSTAT   134","Spring","PSTAT",3.20952380952381,NA,NA,NA,"No Trend"
"GOPALAN G","PSTAT   131","Spring","PSTAT",3.59661016949153,NA,NA,NA,"No Trend"
"KLOKE J","PSTAT   131","Spring","PSTAT",3.55172413793103,NA,NA,NA,"No Trend"
"MOUMINOUX C","PSTAT   130","Spring","PSTAT",3.42978723404255,NA,NA,NA,"No Trend"
"BAPAT S R","PSTAT   126","Spring","PSTAT",3.87216494845361,NA,NA,NA,"No Trend"
"MYUNG JIYOUN","PSTAT   126","Spring","PSTAT",3.28229166666667,NA,NA,NA,"No Trend"
"HSU S J","PSTAT   122","Spring","PSTAT",3.19059829059829,NA,3.00367647058824,3.0054347826087,"No Trend"
"GOPALAN G","PSTAT   120C","Spring","PSTAT",3.52173913043478,NA,NA,NA,"No Trend"
"GU M","PSTAT   120C","Spring","PSTAT",3.1234375,NA,NA,2.94923076923077,"No Trend"
"BAPAT S R","PSTAT   120B","Spring","PSTAT",3.56990291262136,NA,NA,NA,"No Trend"
"MOUMINOUX C","PSTAT   120B","Spring","PSTAT",3.653,NA,NA,NA,"No Trend"
"MYUNG JIYOUN","PSTAT   120B","Spring","PSTAT",2.73229166666667,NA,NA,NA,"No Trend"
"SHATSKIKH E","PSTAT   120A","Spring","PSTAT",2.5890756302521,NA,NA,NA,"No Trend"
"WAINWRIGHT B","PSTAT    10","Spring","PSTAT",3.43243243243243,NA,3.08309352517986,NA,"No Trend"
"SWENSON J S","PSTAT     5A","Spring","PSTAT",3.07477477477477,2.75523465703971,NA,NA,"No Trend"
"MENDES BRAGA","PORT    130B","Spring","PORT",3.44666666666667,NA,NA,NA,"No Trend"
"CRAVEIRO DE M","PORT    129B","Spring","PORT",3.60666666666667,NA,NA,NA,"No Trend"
"MARQUES-PASCU","PORT      6","Spring","PORT",4,3.38,3.33333333333333,NA,"No Trend"
"CENICEROS R C","PORT      3","Spring","PORT",3.45,NA,NA,NA,"No Trend"
"STRATHMAN B A","POL SW  121","Spring","POL",2.56170212765957,2.8,NA,NA,"No Trend"
"STOLL H M","POL S   503","Spring","POL",3.83333333333333,NA,NA,NA,"No Trend"
"KAPLAN C S","POL S   231","Spring","POL",3.71,NA,NA,NA,"No Trend"
"COGGINS B L","POL S   225","Spring","POL",3.64285714285714,NA,NA,NA,"No Trend"
"MAHDAVI P","POL S   211","Spring","POL",4,3.88,NA,NA,"No Trend"
"MILDENBERGER","POL S   207","Spring","POL",4,NA,NA,4,"No Trend"
"KELEHER A","POL S   199RA","Spring","POL",4,NA,NA,NA,"No Trend"
"SMITH E R","POL S   199RA","Spring","POL",4,NA,NA,NA,"No Trend"
"BRUHN K","POL S   197C","Spring","POL",3.92222222222222,NA,NA,NA,"No Trend"
"LIEN P","POL S   196","Spring","POL",3.60909090909091,NA,3.925,NA,"No Trend"
"STRATHMAN B A","POL S   196","Spring","POL",3.78,NA,3.82142857142857,NA,"No Trend"
"COHEN B J","POL S   186","Spring","POL",3.26796875,NA,NA,NA,"No Trend"
"FREEMAN L A","POL S   173","Spring","POL",3.32241379310345,NA,3.24193548387097,3.30327868852459,"No Trend"
"BIMBER B","POL S   172","Spring","POL",3.25964912280702,NA,3.24262295081967,NA,"No Trend"
"NALL C M","POL S   170","Spring","POL",3.24909090909091,NA,3.11186440677966,3.45689655172414,"No Trend"
"NALL C M","POL S   162","Spring","POL",3.07959183673469,NA,3.22142857142857,2.9,"No Trend"
"LIEN P","POL S   161","Spring","POL",3.05350877192982,2.81623931623932,2.73448275862069,NA,"No Trend"
"SMITH E R","POL S   155L","Spring","POL",3.53943661971831,3.45609756097561,NA,NA,"No Trend"
"SMITH E R","POL S   155","Spring","POL",3.35070422535211,2.75466666666667,NA,NA,"No Trend"
"KAPLAN C S","POL S   143","Spring","POL",2.88870967741935,NA,NA,NA,"No Trend"
"COGGINS B L","POL S   141","Spring","POL",3.09672131147541,NA,NA,NA,"No Trend"
"STRATHMAN B A","POL S   126","Spring","POL",3.13965517241379,NA,NA,2.68,"No Trend"
"MORSE J C","POL S   124","Spring","POL",3.31739130434783,NA,3.24166666666667,NA,"No Trend"
"HOBBS-MORGAN","POL S   110ET","Spring","POL",3.40769230769231,NA,NA,NA,"No Trend"
"SINGH SATYAJ","POL S   106PW","Spring","POL",3.15964912280702,NA,3.38032786885246,NA,"No Trend"
"BIMBER B","POL S   106DI","Spring","POL",3.31475409836066,3.2344262295082,NA,NA,"No Trend"
"MAHDAVI P","POL S    15","Spring","POL",3.43225806451613,3.27155172413793,2.95826771653543,NA,"No Trend"
"COGGINS B L","POL S     7","Spring","POL",2.80823529411765,NA,NA,NA,"No Trend"
"FREEMAN L A","POL S     6","Spring","POL",3.36526946107784,NA,NA,NA,"No Trend"
"HOBBS-MORGAN","POL S     1","Spring","POL",3.03389830508475,NA,2.73491124260355,NA,"No Trend"
"ROIG F S","PHYS CS 140","Spring","PHYS",0,NA,NA,NA,"No Trend"
"GURUSWAMY S","PHYS CS  36","Spring","PHYS",0,NA,0,NA,"No Trend"
"KRISTIANSEN K","PHYS CS  36","Spring","PHYS",0,0,0,NA,"No Trend"
"BIBILASHVILI","PHYS CS  33","Spring","PHYS",0,NA,0,NA,"No Trend"
"KRISTIANSEN K","PHYS CS  33","Spring","PHYS",0,0,0,NA,"No Trend"
"CRAIG N J","PHYS    596","Spring","PHYS",0,NA,NA,NA,"No Trend"
"JAYICH ANIA","PHYS    596","Spring","PHYS",0,NA,NA,NA,"No Trend"
"MAZIN B A","PHYS    596","Spring","PHYS",0,NA,NA,NA,"No Trend"
"SHERWIN M S","PHYS    596","Spring","PHYS",0,NA,NA,NA,"No Trend"
"WELD D M","PHYS    596","Spring","PHYS",0,NA,NA,NA,"No Trend"
"SHERWIN M S","PHYS    260G","Spring","PHYS",0,NA,NA,NA,"No Trend"
"BRANDT T D","PHYS    240","Spring","PHYS",3.62413793103448,3.648,3.73030303030303,NA,"No Trend"
"BILDSTEN L","PHYS    232","Spring","PHYS",3.95,NA,3.40714285714286,NA,"No Trend"
"MAROLF D M","PHYS    231C","Spring","PHYS",3.62,3.565,NA,NA,"No Trend"
"DONG X","PHYS    230B","Spring","PHYS",3.54,NA,NA,NA,"No Trend"
"NAYAK C V","PHYS    223C","Spring","PHYS",4,4,4,4,"No Trend"
"CRAIG N J","PHYS    221C","Spring","PHYS",3.64166666666667,NA,3.8,NA,"No Trend"
"LUDWIG A W","PHYS    220","Spring","PHYS",3.925,3.95,3.93076923076923,3.80833333333333,"No Trend"
"EARDLEY D M","PHYS    215C","Spring","PHYS",3.885,3.728,3.73157894736842,NA,"No Trend"
"BLAES O M","PHYS    210B","Spring","PHYS",3.7875,3.54827586206897,NA,NA,"No Trend"
"LUBIN P","PHYS    199","Spring","PHYS",4,NA,NA,NA,"No Trend"
"ZEE A","PHYS    150","Spring","PHYS",3.4962962962963,3.33888888888889,3.53888888888889,3.72941176470588,"No Trend"
"LUBIN P","PHYS    145L","Spring","PHYS",0,NA,NA,NA,"No Trend"
"POPESCU P F","PHYS    141","Spring","PHYS",3.35348837209302,NA,NA,NA,"No Trend"
"MAZIN B A","PHYS    134L","Spring","PHYS",3.104,2.00909090909091,NA,NA,"No Trend"
"MARTIN C L","PHYS    133","Spring","PHYS",3.52295081967213,2.60508474576271,2.5078431372549,3.23913043478261,"No Trend"
"GIDDINGS S B","PHYS    131","Spring","PHYS",3.04657534246575,2.52826086956522,NA,NA,"No Trend"
"LIPMAN E A","PHYS    129L","Spring","PHYS",2.9741935483871,2.95555555555556,2.76,NA,"No Trend"
"JAYICH A M","PHYS    128AL","Spring","PHYS",3.16428571428571,NA,NA,NA,"No Trend"
"LUO X","PHYS    128AL","Spring","PHYS",3.16428571428571,3.27894736842105,NA,NA,"No Trend"
"STUART D D","PHYS    127AL","Spring","PHYS",3.2,2.67142857142857,2.77592592592593,NA,"No Trend"
"RICHMAN J D","PHYS    125","Spring","PHYS",2.9390243902439,3.008,3.21025641025641,2.9695652173913,"No Trend"
"PATTERSON D S","PHYS    115C","Spring","PHYS",3.38421052631579,NA,NA,NA,"No Trend"
"LIPPINCOTT W","PHYS    115B","Spring","PHYS",2.9972972972973,NA,NA,NA,"No Trend"
"WELD D M","PHYS    110A","Spring","PHYS",3.40980392156863,NA,NA,3.12432432432432,"No Trend"
"SHERWIN M S","PHYS    106","Spring","PHYS",3.9,NA,NA,NA,"No Trend"
"BIBILASHVILI","PHYS    104","Spring","PHYS",3.10769230769231,3.02352941176471,NA,NA,"No Trend"
"CARLSON J M","PHYS    101","Spring","PHYS",3.21666666666667,2.9566265060241,NA,NA,"No Trend"
"FYGENSON D K","PHYS     99","Spring","PHYS",3.54210526315789,NA,NA,NA,"No Trend"
"GURUSWAMY S","PHYS     98","Spring","PHYS",4,NA,NA,NA,"No Trend"
"KRISTIANSEN K","PHYS     25","Spring","PHYS",3.08896551724138,NA,NA,NA,"No Trend"
"YOUNG A F","PHYS     22","Spring","PHYS",3.29241379310345,3.09569892473118,NA,NA,"No Trend"
"DAVIS S L","PHYS     16","Spring","PHYS",0,0,0,NA,"No Trend"
"BERENSTEIN D","PHYS      6CL","Spring","PHYS",3.45722379603399,3.55391969407266,NA,3.57881355932203,"No Trend"
"POPESCU P F","PHYS      6CL","Spring","PHYS",3.45722379603399,3.55391969407266,3.6299711815562,3.57881355932203,"No Trend"
"GELLER R M","PHYS      6C","Spring","PHYS",3.83730964467005,3.78715277777778,2.96880733944954,3.19306930693069,"No Trend"
"BERENSTEIN D","PHYS      6BL","Spring","PHYS",3.49867841409692,3.75676328502415,NA,3.69375,"No Trend"
"POPESCU P F","PHYS      6BL","Spring","PHYS",3.50125523012552,3.75676328502415,3.75420289855072,3.69375,"No Trend"
"FREUND E G","PHYS      6B","Spring","PHYS",3.60831758034026,3.02092457420925,3.07142857142857,3.17870036101083,"No Trend"
"KOUTROULAKIS","PHYS      5","Spring","PHYS",2.96826923076923,2.90103092783505,NA,2.72043010752688,"No Trend"
"GIESSINGER E","PHYS      4","Spring","PHYS",3.37333333333333,NA,NA,NA,"No Trend"
"BOUWMEESTER D","PHYS      2","Spring","PHYS",3.30281425891182,3.08689138576779,3.05057208237986,3.05914221218962,"No Trend"
"FREEDMAN R A","PHYS      1","Spring","PHYS",3.0015873015873,2.33106796116505,NA,NA,"No Trend"
"ELIZONDO E S","PHIL    500","Spring","PHIL",0,NA,NA,NA,"No Trend"
"SALMON N U","PHIL    296C","Spring","PHIL",3.9,NA,NA,NA,"No Trend"
"BARRETT T W","PHIL    224A","Spring","PHIL",4,4,4,NA,"No Trend"
"ROBERTSON T","PHIL    184","Spring","PHIL",2.95714285714286,NA,NA,NA,"No Trend"
"SALMON N U","PHIL    183","Spring","PHIL",3.2,3.03953488372093,2.78292682926829,NA,"No Trend"
"ZIMMERMAN A Z","PHIL    176","Spring","PHIL",3.07647058823529,NA,NA,NA,"No Trend"
"HOLDEN T A","PHIL    165","Spring","PHIL",3.27142857142857,NA,NA,NA,"No Trend"
"ROBERTSON T","PHIL    150E","Spring","PHIL",2.36666666666667,NA,NA,NA,"No Trend"
"FALVEY K T","PHIL    150D","Spring","PHIL",2.385,NA,NA,NA,"No Trend"
"ELIZONDO E S","PHIL    150A","Spring","PHIL",2.68823529411765,NA,NA,2.6030303030303,"No Trend"
"FERNANDEZ P A","PHIL    147","Spring","PHIL",2.87105263157895,NA,2.96666666666667,NA,"No Trend"
"JARRETT G C","PHIL    143","Spring","PHIL",3.07575757575758,2.6875,NA,NA,"No Trend"
"MCMAHON C A","PHIL    137","Spring","PHIL",2.83333333333333,NA,NA,NA,"No Trend"
"STORY D E","PHIL    131","Spring","PHIL",3.55833333333333,NA,NA,NA,"No Trend"
"BARRETT T W","PHIL    124A","Spring","PHIL",3.95416666666667,3.5051282051282,3.43055555555556,NA,"No Trend"
"KORMAN D Z","PHIL    100B","Spring","PHIL",3.0453781512605,NA,NA,NA,"No Trend"
"ELIZONDO E S","PHIL    100A","Spring","PHIL",2.78823529411765,3.12566371681416,3.04741379310345,NA,"No Trend"
"HOLDEN T A","PHIL     20C","Spring","PHIL",3.04444444444444,NA,2.99342105263158,NA,"No Trend"
"ZIMMERMAN A Z","PHIL      4","Spring","PHIL",3.18677042801556,2.94416058394161,NA,2.75355805243446,"No Trend"
"ABNEY D P","PHIL      3","Spring","PHIL",3.49240506329114,NA,NA,NA,"No Trend"
"KORMAN D Z","PHIL      1","Spring","PHIL",2.99301310043668,NA,NA,NA,"No Trend"
"MOERSCHEL J A","MUS A   244","Spring","MUS",3,NA,NA,NA,"No Trend"
"KUZIN M","MUS A   242","Spring","MUS",3.95714285714286,4,4,NA,"No Trend"
"NORTH R H","MUS A   170J","Spring","MUS",4,3.94,3.9,NA,"No Trend"
"NATHAN J S","MUS A   147S","Spring","MUS",4,4,4,4,"No Trend"
"KUZIN M","MUS A   142","Spring","MUS",4,3.95,4,3.98636363636364,"No Trend"
"GIBSON S E","MUS A   140","Spring","MUS",4,4,4,NA,"No Trend"
"KUZIN M","MUS A   136","Spring","MUS",3.44,NA,NA,NA,"No Trend"
"BAMBACH P A","MUS A   134","Spring","MUS",4,4,4,NA,"No Trend"
"BELL V R","MUS A    70V","Spring","MUS",4,NA,4,NA,"No Trend"
"NATHAN J S","MUS A    49","Spring","MUS",4,NA,NA,NA,"No Trend"
"NATHAN J S","MUS A    47S","Spring","MUS",4,4,4,4,"No Trend"
"BOOTH W C","MUS A    44","Spring","MUS",4,NA,NA,NA,"No Trend"
"KUZIN M","MUS A    42","Spring","MUS",3.975,3.62142857142857,4,3.67272727272727,"No Trend"
"KUZIN M","MUS A    36","Spring","MUS",3.875,NA,NA,NA,"No Trend"
"BAMBACH P A","MUS A    34","Spring","MUS",4,4,4,NA,"No Trend"
"HOGAN L A","MUS  CS 105","Spring","MUS",0,0,NA,NA,"No Trend"
"HOGAN L A","MUS  CS 101","Spring","MUS",0,NA,NA,NA,"No Trend"
"WATTS A A","MUS  CS 101","Spring","MUS",0,NA,NA,NA,"No Trend"
"HOGAN L A","MUS  CS   5","Spring","MUS",0,NA,NA,NA,"No Trend"
"SPRIGGE M A","MUS     593","Spring","MUS",0,0,NA,0,"No Trend"
"KATZ D H","MUS     502","Spring","MUS",0,NA,NA,NA,"No Trend"
"MARCUS S L","MUS     502","Spring","MUS",0,NA,NA,NA,"No Trend"
"KATZ D H","MUS     284","Spring","MUS",3.94,3.9,3.81111111111111,NA,"No Trend"
"BALLERINO J M","MUS     256","Spring","MUS",4,4,4,NA,"No Trend"
"PAUL D C","MUS     203MT","Spring","MUS",0,NA,NA,NA,"No Trend"
"KATZ D H","MUS     184","Spring","MUS",3.8875,3.1875,3.73636363636364,NA,"No Trend"
"JACK M Z","MUS     168G","Spring","MUS",3.19090909090909,NA,NA,NA,"No Trend"
"ROTHFARB L A","MUS     160C","Spring","MUS",3.28571428571429,NA,3.66666666666667,NA,"No Trend"
"ASCHE C B","MUS     133","Spring","MUS",3.95,NA,NA,NA,"No Trend"
"GRIPPO J R","MUS     122O","Spring","MUS",3.71428571428571,NA,4,NA,"No Trend"
"KUZIN M","MUS     120B","Spring","MUS",4,NA,NA,NA,"No Trend"
"KUZIN M","MUS     120A","Spring","MUS",3.4625,4,3.95,3.75555555555556,"No Trend"
"PAUL D C","MUS     116","Spring","MUS",3.08648648648649,NA,NA,3.225,"No Trend"
"JACK M Z","MUS     114","Spring","MUS",3.57542372881356,NA,NA,NA,"No Trend"
"ROADS C","MUS     109LC","Spring","MUS",4,4,4,4,"No Trend"
"GIBSON S E","MUS     106C","Spring","MUS",3.88125,NA,NA,NA,"No Trend"
"YOON H","MUS      88","Spring","MUS",4,NA,NA,NA,"No Trend"
"BALLERINO J M","MUS      51","Spring","MUS",4,NA,NA,NA,"No Trend"
"KISLENKO N","MUS      31C","Spring","MUS",3.96785714285714,NA,NA,3.3,"No Trend"
"MCKINNEY D R","MUS      28C","Spring","MUS",4,NA,NA,NA,"No Trend"
"FELBER J","MUS      27C","Spring","MUS",4,NA,NA,NA,"No Trend"
"BAMBACH P A","MUS      27B","Spring","MUS",4,NA,NA,NA,"No Trend"
"MOERSCHEL J A","MUS      26D","Spring","MUS",4,NA,NA,NA,"No Trend"
"KLOETZEL J M","MUS      26B","Spring","MUS",4,NA,NA,NA,"No Trend"
"MARCUS S L","MUS      22N","Spring","MUS",4,NA,NA,NA,"No Trend"
"BRECHER B H","MUS      20C","Spring","MUS",4,4,NA,NA,"No Trend"
"BRECHER B H","MUS      20B","Spring","MUS",4,4,NA,NA,"No Trend"
"BRECHER B H","MUS      20A","Spring","MUS",3.77,2.66666666666667,NA,NA,"No Trend"
"HOLTON J D","MUS      17","Spring","MUS",3.64890510948905,3.68947368421053,NA,NA,"No Trend"
"NATHAN J S","MUS      16","Spring","MUS",3.71016949152542,3.53653846153846,3.81379310344828,3.89868421052632,"No Trend"
"MCBRIEN K M","MUS      15","Spring","MUS",3.76847058823529,NA,NA,NA,"No Trend"
"HAMBLETON E J","MUS      11","Spring","MUS",3.69074074074074,NA,NA,NA,"No Trend"
"KATZ D H","MUS      10C","Spring","MUS",3.62142857142857,3.19130434782609,3.2,3.01111111111111,"No Trend"
"YOON H","MUS       8","Spring","MUS",4,NA,NA,NA,"No Trend"
"PAUL D C","MUS       5C","Spring","MUS",3.34444444444444,NA,3.22857142857143,3.528,"No Trend"
"JURKOWSKI N W","MUS       4F","Spring","MUS",3.64666666666667,3.56,3.78571428571429,3.48,"No Trend"
"JURKOWSKI N W","MUS       4C","Spring","MUS",3.76666666666667,3.88636363636364,3.81666666666667,3.34347826086957,"No Trend"
"LEVY B R","MUS       3C","Spring","MUS",3.70769230769231,NA,NA,NA,"No Trend"
"KOENIG R J","MUS       1","Spring","MUS",0,NA,NA,NA,"No Trend"
"BUEHNER T D","MS      199","Spring","MS",3.975,NA,NA,NA,"No Trend"
"BUEHNER T D","MS      190","Spring","MS",4,NA,NA,NA,"No Trend"
"BUEHNER T D","MS      143","Spring","MS",4,4,NA,NA,"No Trend"
"BUEHNER T D","MS      133","Spring","MS",4,4,NA,NA,"No Trend"
"BUEHNER T D","MS       99","Spring","MS",3.95384615384615,NA,NA,NA,"No Trend"
"BUEHNER T D","MS        2AC","Spring","MS",3.66666666666667,4,NA,NA,"No Trend"
"BUEHNER T D","MS        1C","Spring","MS",4,4,NA,NA,"No Trend"
"YANG H T","ME   W  167","Spring","ME",3.00869565217391,3.03333333333333,3.01111111111111,2.96666666666667,"No Trend"
"GIBOU F G","ME      596","Spring","ME",0,NA,NA,NA,"No Trend"
"BULLO F","ME      269","Spring","ME",3.2,NA,NA,NA,"No Trend"
"BAMIEH B A","ME      245","Spring","ME",4,NA,NA,NA,"No Trend"
"MEZIC I","ME      203","Spring","ME",3.95,NA,NA,NA,"No Trend"
"GIBOU F G","ME      200","Spring","ME",0,0,NA,NA,"No Trend"
"SUSKO T G","ME      189C","Spring","ME",3.47127659574468,NA,NA,NA,"No Trend"
"BEGLEY M R","ME      186B","Spring","ME",3.725,NA,NA,NA,"No Trend"
"DALY S H","ME      166","Spring","ME",3.49090909090909,3.2,3.07,NA,"No Trend"
"MOSTOFI Y C","ME      155C","Spring","ME",3.34285714285714,NA,NA,NA,"No Trend"
"YEUNG E H","ME      155A","Spring","ME",3.51176470588235,3.4358024691358,3.72555555555556,3.52183908045977,"No Trend"
"HAWKES E W","ME      153","Spring","ME",3.91267605633803,3.92666666666667,3.95632183908046,3.91978021978022,"No Trend"
"ZHU Y","ME      151C","Spring","ME",3.936,3.89350649350649,3.84375,NA,"No Trend"
"VALENTINE M T","ME      146","Spring","ME",3.14444444444444,3.61666666666667,3.05,NA,"No Trend"
"PENNATHUR S","ME      141B","Spring","ME",3.8,3.54,3.51666666666667,4,"No Trend"
"LUZZATTO-FEGI","ME      125PL","Spring","ME",3.71666666666667,3.3,3.48,3.56153846153846,"No Trend"
"DRESSAIRE E M","ME      125ED","Spring","ME",3.74444444444444,NA,NA,NA,"No Trend"
"LIAO B","ME      125BL","Spring","ME",3.95185185185185,3.8125,3.26666666666667,NA,"No Trend"
